Frame,Folder,Avg Intensity,Max Intensity,Predicted Max Intensity,Balance Index,Predicted Balance Index,GBR_Predictions,MLP_Predictions
65,frames,0.6942868424768656,1.0,1.0,0.6903911959703096,0.6445003238955511,0.6903843228977451,-4899.421753309471
71,frames,0.7197876057598079,1.0,1.0,0.7157488743590557,0.6608009193909226,0.7156774899099154,-6436.582679103538
75,frames,0.7004301090650396,1.0,1.0,0.6964999926628167,0.6712569968236138,0.6966272429540152,-7639.426269291664
76,frames,0.6942241488613307,1.0,1.0,0.6903288541289254,0.6738202005652972,0.6903427490667463,-7962.590766563462
79,frames,0.6840395263384335,1.0,1.0,0.6802013775675019,0.6813888276850946,0.6802608513325941,-8981.528490714418
83,frames,0.6961758790575653,1.0,1.0,0.6922696331585015,0.6912003054726517,0.6921198015709821,-10453.80720333774
84,frames,0.7143979728989219,1.0,1.0,0.7103894827517,0.6936035760209536,0.710439768959335,-10835.48001235838
88,frames,0.6858732507653386,1.0,1.0,0.6820248129586359,0.7030200876966659,0.6820409305357981,-12527.874150679916
89,frames,0.7046421021682161,1.0,1.0,0.7006883522542886,0.7053253771656954,0.7008243339691755,-12957.76436745776
92,frames,0.7620004494492822,1.0,1.0,0.7577248615981556,0.7121250066673497,0.7577065051621582,-14305.384043913538
94,frames,0.6897706588097277,1.0,1.0,0.6859003526294597,0.7165618356062082,0.6858213626900251,-15344.419001152695
96,frames,0.6855921995445646,1.0,1.0,0.6817453387174897,0.7209222264302922,0.6817863494962347,-16374.032614192956
97,frames,0.6951480874786568,1.0,1.0,0.6912476085226329,0.7230739096390316,0.6910812654913143,-16895.46782259448
98,frames,0.6928074413544555,1.0,1.0,0.688920095774061,0.7252066658267627,0.6888887415859706,-17438.48163150644
99,frames,0.711368822180651,1.0,1.0,0.707377328611344,0.7273205558293805,0.7073707996623627,-17973.939545830322
100,frames,0.6841705078614633,1.0,1.0,0.6803316241526337,0.7294156404827803,0.6803531123852488,-18562.81763845592
326,frames1,0.7118369773762703,1.0,1.0,0.7078428569861152,0.8391268768075857,0.7078443312869597,-673905.9198124825
332,frames1,0.6881017163175096,1.0,1.0,0.6842407745808573,0.8354575620953202,0.6842405174762429,-712316.7237098722
347,frames1,0.7591333837270157,1.0,1.0,0.7548738829941831,0.8255837030339355,0.7548754424687502,-813190.2047724166
355,frames1,0.8921728254229849,1.0,1.0,0.8871668398015319,0.8199625250837446,0.8871514687135121,-869557.9809092109
356,frames1,0.892264435500518,1.0,1.0,0.8872579358545197,0.8192446979427541,0.8872209022063314,-876978.8200411003
359,frames1,0.7028569898857079,1.0,1.0,0.698913256244597,0.8170724367183093,0.6990076259209761,-901793.56860624
362,frames1,0.8892076755575674,1.0,1.0,0.8842183274049643,0.8148732833454522,0.8842024576819166,-922436.4929432928
364,frames1,0.8900545257556064,1.0,1.0,0.8850604259228421,0.813393052159697,0.8850452513643637,-937907.6996870574
366,frames1,0.695451863163919,1.0,1.0,0.691549679721198,0.8119020856258834,0.6916984468025633,-956013.6122866515
368,frames1,0.892269657202914,1.0,1.0,0.8872631282579206,0.8104008704311714,0.887219711126325,-969360.4894947873
372,frames1,0.8869418073583775,1.0,1.0,0.8819651730021398,0.8073696408076974,0.8819502281244797,-1001606.8043038354
376,frames1,0.8700663256817804,1.0,1.0,0.8651843797269612,0.8043032567865611,0.8651862309732705,-1034713.8728866016
378,frames1,0.8844670369469656,1.0,1.0,0.879504288538319,0.8027580985947718,0.8794858470622802,-1051230.675772331
380,frames1,0.8857294455740443,1.0,1.0,0.8807596137850755,0.8012056118650499,0.8807465156705955,-1068100.6814400048
381,frames1,0.6892093129116896,1.0,1.0,0.6853421564457082,0.8004267723882017,0.6853350410204393,-1079295.4936468403
382,frames1,0.7130835921256549,1.0,1.0,0.7090824769746944,0.7996462832845557,0.7090822881896853,-1087537.6293840804
383,frames1,0.7118081831514101,1.0,1.0,0.7078142243257766,0.7988642053900066,0.7078118243835744,-1096168.871084237
384,frames1,0.8575786860808648,1.0,1.0,0.8527668083264062,0.7980805995404499,0.8527396441755014,-1102805.532627718
386,frames1,0.8863030652189113,1.0,1.0,0.881330014847609,0.7965090473198941,0.8813339676205254,-1119836.6294272547
387,frames1,0.8891270452702265,1.0,1.0,0.8841381495345179,0.7957212226206849,0.8841220024752703,-1128580.0186421042
388,frames1,0.7160277947702831,1.0,1.0,0.71201015968542,0.7949321133100493,0.7118686700051656,-1139860.46724581
391,frames1,0.8856577803147733,1.0,1.0,0.8806883506398874,0.7925576860685273,0.8806985957358301,-1164220.9199584373
392,frames1,0.8833407375367488,1.0,1.0,0.8783843087990139,0.7917640466711333,0.8783980578546003,-1173267.8151944734
395,frames1,0.87701898449886,1.0,1.0,0.872098027145041,0.7893774892308203,0.8720588527566756,-1200680.2052238828
396,frames1,0.8877316794012711,1.0,1.0,0.8827506130695497,0.7885802931209895,0.8827552297114182,-1209722.5944334348
397,frames1,0.868563132116216,1.0,1.0,0.8636896205870608,0.7877823599227878,0.8636919981023388,-1219253.1650829476
398,frames1,0.8570726082551305,1.0,1.0,0.8522635701055632,0.7869837504721098,0.8522933615410528,-1228719.2395801144
399,frames1,0.8734080626231282,1.0,1.0,0.8685073661677305,0.7861845256048503,0.8685152612940567,-1237817.4966390177
400,frames1,0.8471478521337459,1.0,1.0,0.842394501834138,0.7853847461569052,0.8426438127681298,-1247601.5696563523
401,frames2,0.8556400877465864,1.0,1.0,0.8508390874758514,0.7845844729641691,0.850878461116158,-1256911.3221227694
403,frames2,0.8008630213649508,1.0,1.0,0.7963693754530103,0.782982688687905,0.7963884759296618,-1276765.992710243
404,frames2,0.727500498430921,1.0,1.0,0.7234184899556926,0.7821812992761665,0.7234200852046717,-1287477.5465600821
405,frames2,0.8082938829452774,1.0,1.0,0.8037585424365434,0.7813796594632181,0.803766429784697,-1295868.188495839
406,frames2,0.7163432253225614,1.0,1.0,0.7123238203554915,0.7805778300849542,0.7124483250530698,-1306974.611467965
407,frames2,0.8263791970712372,1.0,1.0,0.8217423797859257,0.7797758719772703,0.8216863119732293,-1314993.9063836464
408,frames2,0.8134659521196853,1.0,1.0,0.8089015911082164,0.7789738459760609,0.8088681999260877,-1324970.8242757877
409,frames2,0.8802356612099592,1.0,1.0,0.8752966550690603,0.7781718129172219,0.8753286331485064,-1333743.999834088
410,frames2,0.7930599484280058,1.0,1.0,0.788610085592407,0.7773698336366475,0.7886410105691937,-1344990.0020520329
411,frames2,0.7825582497960456,1.0,1.0,0.7781673120373539,0.7765679689702338,0.7780953214578683,-1355079.5022246747
412,frames2,0.8373685831611287,1.0,1.0,0.8326701043824529,0.7757662797538747,0.8324097938292684,-1364176.0211973658
413,frames2,0.7083013032592085,1.0,1.0,0.704327021551972,0.7749648268234668,0.704271368339073,-1376264.7984550425
414,frames2,0.8170417393701065,1.0,1.0,0.8124573146007524,0.7741636710149038,0.8124614943450652,-1384585.9016782339
415,frames2,0.7639694346749962,1.0,1.0,0.7596827988391653,0.773362873164082,0.7597097104601969,-1395562.2847001967
418,frames2,0.775213353926742,1.0,1.0,0.7708636284108635,0.7709632357170104,0.7708809900568954,-1426033.5542687362
419,frames2,0.7895869133031179,1.0,1.0,0.7851565376827789,0.7701644780561017,0.7851537073841063,-1436112.7562469654
420,frames2,0.7844950976743599,1.0,1.0,0.7800932922537607,0.7693663825324095,0.7801706212640678,-1446562.525431604
421,frames2,0.8142422491977959,1.0,1.0,0.8096735323800299,0.7685690099818276,0.8096626940607489,-1456481.671072284
422,frames2,0.708387896332661,1.0,1.0,0.704413128751311,0.7677724212402528,0.7043918320942778,-1468719.245371301
423,frames2,0.7102382553820351,1.0,1.0,0.7062531054279747,0.76697667714358,0.7062993809935589,-1479209.3804840383
424,frames2,0.8115311280463587,1.0,1.0,0.8069776233412187,0.7661818385277033,0.806968479655742,-1488066.2901904013
425,frames2,0.8071730990174462,1.0,1.0,0.802644047232228,0.7653879662285181,0.8026407063794184,-1498753.8001817272
426,frames2,0.8594009037544345,1.0,1.0,0.854578801528648,0.7645951210819195,0.854587174325968,-1508525.9865412328
427,frames2,0.800688811726469,1.0,1.0,0.7961961433055712,0.7638033639238033,0.7961950804932303,-1520243.7783962504
428,frames2,0.6974421031190129,1.0,1.0,0.6935287524312082,0.7630127555900641,0.6935814030703749,-1532790.2426401966
429,frames2,0.6909012830812616,1.0,1.0,0.6870246329632663,0.7622233569165968,0.6871247514075373,-1543728.364006026
430,frames2,0.713647130543754,1.0,1.0,0.7096428533762673,0.7614352287392965,0.709607879236074,-1554208.3644345938
432,frames2,0.6903148963266527,1.0,1.0,0.6864415364272994,0.7598630272167788,0.6864141245862,-1576520.0150048947
436,frames2,0.6993220581331464,1.0,1.0,0.6953981590095436,0.7567365469051346,0.6952936390360227,-1620784.7523068783
438,frames2,0.7181455390238289,1.0,1.0,0.7141160212667066,0.7551832414903297,0.714092202400417,-1642965.738053716
442,frames2,0.7478894912136995,1.0,1.0,0.7436930800108851,0.7520989335785595,0.7436890422617665,-1688078.378956958
443,frames2,0.6926292095435767,1.0,1.0,0.6887428640226517,0.751332857917888,0.6887492983060196,-1700642.9463840874
444,frames2,0.685517632096893,1.0,1.0,0.6816711896680927,0.7505689044559154,0.6816656714221552,-1712375.2974471967
445,frames2,0.7016632041378021,1.0,1.0,0.6977261688337385,0.7498071340285364,0.6975153022675571,-1723727.626022209
447,frames2,0.6931806082993303,1.0,1.0,0.6892911688775777,0.7482903856211407,0.6893634577087883,-1747349.9587365345
451,frames2,0.684890218492897,1.0,1.0,0.68104729648457,0.7452857620008597,0.6810623965606264,-1795073.8194955948
453,frames2,0.7086558230775735,1.0,1.0,0.7046795521580872,0.7437988601622965,0.7046752848684521,-1818718.60951179
454,frames2,0.70970425433796,1.0,1.0,0.705722100666091,0.7430594746615422,0.7057511660093266,-1830828.8247339816
457,frames2,0.6935559283465678,1.0,1.0,0.6896643830023903,0.7408583098641284,0.6896179364164111,-1867861.366646467
458,frames2,0.7869134301067364,1.0,1.0,0.7824980554122931,0.740130454952924,0.7824766155370538,-1878364.799661972
459,frames2,0.6958806473114174,1.0,1.0,0.6919760579589712,0.7394056347788456,0.6919849238198372,-1892565.2466271783
465,frames2,0.7192756253528795,1.0,1.0,0.7152397666764273,0.7351238500241295,0.7152985065917055,-1967647.345865241
470,frames2,0.6941473396866763,1.0,1.0,0.6902524759308856,0.7316503045802496,0.6903473042903266,-2032640.5285966545
471,frames2,0.7054926907443818,1.0,1.0,0.7015341681742372,0.7309666464514923,0.701497878882292,-2045466.366319524
475,frames2,0.688453341709464,1.0,1.0,0.6845904270012012,0.728270878333034,0.6846042192163917,-2098636.0593346353
517,frames2,0.7645601333617106,1.0,1.0,0.7602701831129677,0.7046403042342639,0.7602464001427609,-2707127.2263908614
610,frames3,0.7746286312936226,1.0,1.0,0.7702821866589934,0.7003902210878343,0.7702153946626353,-4455325.717847901
614,frames3,0.6948473851808769,1.0,1.0,0.6909485934667596,0.7022399588349759,0.690943916693557,-4546721.158968811
615,frames3,0.8247010821774465,1.0,1.0,0.8200736808021359,0.7027335540239288,0.8201235909300587,-4564422.475169272
618,frames3,0.6927596689580937,1.0,1.0,0.688872591428824,0.7042900987703091,0.6888350629367789,-4636559.175083816
620,frames3,0.7255670508190671,1.0,1.0,0.7214958909268363,0.70539153627645,0.7215095553666373,-4680691.648380996
621,frames3,0.706112841348893,1.0,1.0,0.702150839110997,0.7059615598397726,0.702237486952834,-4704166.284495736
640,frames3,0.7008478490500036,1.0,1.0,0.6969153887069,0.7193220481885878,0.6969278510917499,-5151131.907242478
643,frames3,0.697563527127104,1.0,1.0,0.6936494951286594,0.721886418574115,0.6936831329012185,-5224289.462057795
644,frames3,0.6867714831971777,1.0,1.0,0.6829180054043755,0.7227697063435383,0.6829137855841979,-5249207.626499004
